[2026-08-24 22:14:25] [INFO    ] discord.client: logging in using static token
[2026-08-24 22:17:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 27, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:17:07.762000+00:00', 'pinned': False, 'nonce': '10484236384965781459', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541421097076002866', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "Dealer's cards: K♠ + ? = ?", 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:07] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:17:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"Dealer's cards: K\u2660 + ? = ?","components":[],"nonce":"10484236384965781459","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:17:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': "Dealer's cards: K♠ + ? = ?", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:17:07.762000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541421097076002866', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '10484236384965781459'}
[2026-08-24 22:17:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 28, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:17:08.136000+00:00', 'pinned': False, 'nonce': '6405985740510691514', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541421098644537487', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Your cards: J♦ + J♥ = 20', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:07] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:17:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"Your cards: J\u2666 + J\u2665 = 20","components":[],"nonce":"6405985740510691514","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:17:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'Your cards: J♦ + J♥ = 20', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:17:08.136000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541421098644537487', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6405985740510691514'}
[2026-08-24 22:17:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 29, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:17:08.593000+00:00', 'pinned': False, 'nonce': '223326894241225617', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541421100561604690', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Do you want to (h)it or (s)tand?', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:08] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:17:08] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"Do you want to (h)it or (s)tand?","components":[],"nonce":"223326894241225617","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:17:08] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'Do you want to (h)it or (s)tand?', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:17:08.593000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541421100561604690', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '223326894241225617'}
[2026-08-24 22:17:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 30, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:17:10.438000+00:00', 'pinned': False, 'nonce': '1541421105019879424', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541421108299829368', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 's', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:10] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:17:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 31, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:17:10.824000+00:00', 'pinned': False, 'nonce': '6881977005088989872', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541421109918961835', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You stand with 20', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:10] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:17:10] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"You stand with 20","components":[],"nonce":"6881977005088989872","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:17:10] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'You stand with 20', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:17:10.824000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541421109918961835', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6881977005088989872'}
[2026-08-24 22:17:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 32, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:17:11.242000+00:00', 'pinned': False, 'nonce': '5499171756867561796', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541421111672315924', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '= 18.', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:10] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:17:10] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"= 18.","components":[],"nonce":"5499171756867561796","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:17:10] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': '= 18.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:17:11.242000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541421111672315924', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5499171756867561796'}
[2026-08-24 22:17:11] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 32.
[2026-08-24 22:17:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 33, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:17:11.758000+00:00', 'pinned': False, 'nonce': '6021506824794474024', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541421113836572844', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Dealer stands with 18.', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:11] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:17:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-24 22:17:11] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"Dealer stands with 18.","components":[],"nonce":"6021506824794474024","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:17:11] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'Dealer stands with 18.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:17:11.758000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541421113836572844', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6021506824794474024'}
[2026-08-24 22:17:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 34, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:17:12.319000+00:00', 'pinned': False, 'nonce': '13841556315640344971', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541421116189442078', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You win with 20!', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:12] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:17:12] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"You win with 20!","components":[],"nonce":"13841556315640344971","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:17:12] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'You win with 20!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:17:12.319000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541421116189442078', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '13841556315640344971'}
[2026-08-24 22:17:12] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-08-24 22:17:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 34.
[2026-08-24 22:17:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-24 22:18:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 34.
[2026-08-24 22:18:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-24 22:19:15] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 34.
[2026-08-24 22:19:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-24 22:19:56] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 34.
[2026-08-24 22:19:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-24 22:19:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 35, 'op': 0, 'd': {'user_id': '707396728944590879', 'timestamp': 1787573997, 'member': {'user': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'display_name': 'lumberloonfreeze', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1539585182036660334', 'guild_id': '1197417067352174723'}}
[2026-08-24 22:19:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:19:56] [DEBUG   ] discord.client: Dispatching event typing
[2026-08-24 22:19:56] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-08-24 22:20:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 35.
[2026-08-24 22:20:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
